WDS,Disc,Comp,Obs1,Obs2,pa1,pa2,sep1,sep2,mag1,mag2,DM,Notes,n_RAJ2000,RAJ2000,DEJ2000,_RA.icrs,_DE.icrs
00184+4401,TNN   1,AD,2004,2004,158,158,6.4,6.4,8.31,,,N  P,,00 18 22.88,+44 01 22.6,00 18 22.88,+44 01 22.6
00184+4401,TNN   1,BE,2004,2004,66,66,7.5,7.5,8.31,,,N  P,,00 18 25.87,+44 01 38.4,00 18 25.87,+44 01 38.4
00184+4401,TNN   1,BF,2004,2004,70,70,11.9,11.9,8.31,,,N  P,,00 18 25.87,+44 01 38.4,00 18 25.87,+44 01 38.4
00184+4056,COU1202,,1975,2019,103,104,1.3,1.5,9.8,11.0,+40   48,,,00 18 22.85,+40 56 01.8,00 18 22.85,+40 56 01.8
00184+0344,HDO  12,AB,1868,2015,270,9,5.0,5.5,11.86,12.9,,N,,00 18 25.38,+03 45 34.6,00 18 25.38,+03 45 34.6
00184+0344,HDO  12,AC,1868,2015,315,320,25.0,32.1,11.86,13.64,,N,,00 18 25.38,+03 45 34.6,00 18 25.38,+03 45 34.6
00184-0048,SLW9013,,2003,2016,88,88,1.6,1.6,21.0,21.0,,,,00 18 22.84,-00 48 05.5,00 18 22.84,-00 48 05.5
00184-1516,WSP  26,,1998,2016,144,144,15.4,15.4,10.99,13.6,,T R,,00 18 24.70,-15 16 02.3,00 18 24.70,-15 16 02.3
00184-5600,UC  350,,1998,2015,169,169,66.2,66.1,15.98,16.73,,V,,00 18 26.22,-56 00 05.4,00 18 26.22,-56 00 05.4
00184-6329,JGP  31,AB,2016,2016,203,203,999.9,999.9,7.5,12.9,-64   17,T,,00 18 26.12,-63 28 39.0,00 18 26.12,-63 28 39.0
00184-6329,JGP  31,AC,2016,2016,138,138,999.9,999.9,7.5,14.7,,T,,00 18 26.12,-63 28 39.0,00 18 26.12,-63 28 39.0
00184-6329,JGP  31,AD,2016,2016,5,5,999.9,999.9,7.5,21.0,,T,,00 18 26.12,-63 28 39.0,00 18 26.12,-63 28 39.0
00185+6735,TDS1391,,1991,1991,167,167,2.0,2.0,11.56,12.21,,,,00 18 28.43,+67 35 11.0,00 18 28.43,+67 35 11.0
00185+5945,A   905,,1905,2016,289,284,0.8,0.9,9.72,10.52,+58   26,,,00 18 28.63,+59 44 33.3,00 18 28.63,+59 44 33.3
00185+5514,STI1318,,1912,2016,251,254,14.7,14.9,11.52,12.1,,,,00 18 33.81,+55 14 04.9,00 18 33.81,+55 14 04.9
00185+4024,MLB 733,,1932,2016,55,50,9.5,10.3,9.89,10.4,+39   53,,,00 18 27.14,+40 24 46.0,00 18 27.14,+40 24 46.0
00185+2608,STF  24,,1831,2021,248,247,5.2,5.3,7.79,8.44,+25   29,,,00 18 30.59,+26 08 25.1,00 18 30.59,+26 08 25.1
00185+2503,POU  17,,1899,2015,144,163,8.5,7.9,13.2,13.6,,,,00 18 30.63,+25 03 43.2,00 18 30.63,+25 03 43.2
00185+2129,COU  21,,1962,2016,189,167,1.1,1.2,8.89,12.2,+20   22,,,00 18 27.31,+21 28 39.5,00 18 27.31,+21 28 39.5
00185+0911,CVR 313,,2000,2016,65,65,9.4,9.4,17.2,18.3,,V R,,00 18 28.52,+09 10 40.7,00 18 28.52,+09 10 40.7
00185-2757,HJ 1949,,1830,2015,325,324,90.0,70.9,8.62,9.07,-28   77,N,,00 18 31.98,-27 57 07.2,00 18 31.98,-27 57 07.2
00185-3005,KPP1566,,1991,2015,337,335,12.1,11.8,11.5,13.0,,V,,00 18 30.31,-30 05 06.7,00 18 30.31,-30 05 06.7
00185-4606,RST   3,,1928,2016,130,131,1.9,2.2,11.89,13.7,-46   59,,,00 18 29.36,-46 05 52.9,00 18 29.36,-46 05 52.9
00185-5325,UC  351,,1892,2015,224,223,28.9,29.0,11.64,11.78,,V,,00 18 29.24,-53 25 25.7,00 18 29.24,-53 25 25.7
00186+6351,TDS1392,,1991,2007,350,359,0.5,0.2,10.86,10.96,+63   24,,,00 18 34.65,+63 50 47.8,00 18 34.65,+63 50 47.8
00186+5452,ES  612,,1908,2016,266,265,2.9,2.9,10.86,11.1,+54   32,,,00 18 38.62,+54 52 44.3,00 18 38.62,+54 52 44.3
00186+5433,STI1319,,1912,2015,98,105,10.0,8.3,10.7,11.6,+53   36,,,00 18 37.36,+54 33 03.0,00 18 37.36,+54 33 03.0
00186+3559,ES 2579,,1923,2016,91,94,14.2,14.8,7.9,11.9,+35   46,,,00 18 36.32,+35 59 23.9,00 18 36.32,+35 59 23.9
00186-0956,KPP2680,,2012,2016,146,146,2.6,2.7,16.1,16.18,,T,,00 18 37.23,-09 56 16.5,00 18 37.23,-09 56 16.5
00187+4347,STT   5,,1846,2016,235,240,7.1,6.1,6.08,10.07,+42   48,N,,00 18 42.15,+43 47 28.1,00 18 42.15,+43 47 28.1
00187+4229,HJ 1014,,1828,2015,231,229,10.0,9.7,10.99,11.0,+41   36,,,00 18 46.93,+42 28 51.6,00 18 46.93,+42 28 51.6
00187+3441,LDS3149,,1954,2016,136,135,8.8,9.3,18.2,19.7,,,,00 18 39.93,+34 41 54.5,00 18 39.93,+34 41 54.5
00187+2545,HJ 1015,AB,1828,2020,344,286,4.0,5.4,9.78,10.95,+24   29,L,,00 18 42.43,+25 45 00.6,00 18 42.43,+25 45 00.6
00187+2545,HJ 1015,AC,1911,2018,260,252,24.9,28.0,9.78,13.57,,,,00 18 42.43,+25 45 00.6,00 18 42.43,+25 45 00.6
00187+1559,STF  25,AB,1831,2016,193,195,1.7,1.0,9.31,9.55,+15   43,,,00 18 42.80,+15 59 26.5,00 18 42.80,+15 59 26.5
00187+1559,STF  25,"AB,C",1913,2016,202,202,173.7,171.6,8.97,13.17,,,,00 18 42.80,+15 59 26.5,00 18 42.80,+15 59 26.5
00188+7653,LDS1505,,1965,2015,0,0,382.0,383.8,16.8,17.9,,I,,00 18 00.19,+76 53 22.4,00 18 00.19,+76 53 22.4
00188+6932,TDS1393,AB,1991,1991,186,186,0.7,0.7,11.71,11.79,,XW,,00 18 49.08,+69 32 28.5,00 18 49.08,+69 32 28.5
00188+5923,HJ 1012,AB,1828,2015,24,348,10.0,14.5,11.34,11.68,,N W,,00 18 46.65,+59 23 43.9,00 18 46.65,+59 23 43.9
00188+5923,HJ 1012,AD,1910,2015,115,116,64.5,59.5,11.34,12.06,,N W,,00 18 46.65,+59 23 43.9,00 18 46.65,+59 23 43.9
00188+5923,HJ 1013,CD,1828,2015,330,329,8.0,14.2,11.9,12.06,,N W,,00 18 54.69,+59 23 05.6,00 18 54.69,+59 23 05.6
00188+5813,STI1321,,1911,2016,314,317,7.3,6.9,10.52,13.8,,,,00 18 46.45,+58 13 15.1,00 18 46.45,+58 13 15.1
00188+0017,WAA   3,,1951,2015,131,131,6.4,6.9,19.3,20.9,,,,00 18 49.08,+00 16 32.1,00 18 49.08,+00 16 32.1
00188-0050,LPM  69,,1998,2015,228,227,33.7,33.7,18.5,18.54,,I,,00 18 49.44,-00 50 54.7,00 18 49.44,-00 50 54.7
00188-1057,HJ 1951,,1831,2015,215,225,16.0,19.6,8.21,14.3,-11   44,,,00 18 47.54,-10 56 57.6,00 18 47.54,-10 56 57.6
00188-1217,GAL  15,,1901,2016,36,36,5.2,5.0,10.7,12.1,-13   47,N,,00 18 47.33,-12 16 49.8,00 18 47.33,-12 16 49.8
00188-1258,GIC   6,,1954,2015,259,259,306.8,305.6,15.26,15.55,,N,,00 18 41.79,-12 58 32.0,00 18 41.79,-12 58 32.0
00188-2450,RST2238,,1935,2015,295,294,2.2,2.4,10.98,12.3,-25   90,,,00 18 51.83,-24 49 57.7,00 18 51.83,-24 49 57.7
00189+5948,TDS1394,,1991,1991,206,206,0.4,0.4,10.92,11.0,+58   27,X,,00 18 56.46,+59 48 01.3,00 18 56.46,+59 48 01.3
00189+3639,KPP1608,,1954,2024,107,107,11.8,12.3,12.8,14.5,,T,,00 18 56.17,+36 38 31.9,00 18 56.17,+36 38 31.9
00189+1946,J   218,,1910,2016,355,3,3.0,4.5,9.9,11.8,,V,,00 18 51.13,+19 45 58.9,00 18 51.13,+19 45 58.9
00189-0443,CVR 314,,1998,2016,183,183,8.8,8.8,17.1,17.2,,V R,,00 18 54.18,-04 43 04.5,00 18 54.18,-04 43 04.5
00189-1135,GAL  16,,1901,2015,354,352,47.5,51.2,8.8,12.69,-12   40,N,,00 18 55.61,-11 35 20.6,00 18 55.61,-11 35 20.6
00189-4905,RST   4,,1928,2019,342,3,0.3,0.9,10.28,10.42,-49   54,,,00 18 55.36,-49 05 13.1,00 18 55.36,-49 05 13.1
00190+6002,STI  36,,1903,2015,142,149,11.7,9.8,12.2,12.6,,,,00 19 00.87,+60 02 24.7,00 19 00.87,+60 02 24.7
00190+5541,STI1323,,1912,2015,102,98,12.0,12.2,11.38,12.4,,,,00 18 56.77,+55 40 47.7,00 18 56.77,+55 40 47.7
00190+4301,ES 1483,AB,1916,2016,347,343,2.6,2.7,11.42,12.34,+42   50,NV,,00 18 57.55,+43 02 13.2,00 18 57.55,+43 02 13.2
00190+4301,ES 1483,AC,1893,2015,162,166,29.9,27.7,11.42,12.02,,N,,00 18 57.55,+43 02 13.2,00 18 57.55,+43 02 13.2
00190+4301,COU9001,AE,1952,2015,251,243,30.0,46.5,11.42,12.02,,N,,00 18 57.55,+43 02 13.2,00 18 57.55,+43 02 13.2
00190+4301,ES 1483,CD,1916,2016,15,19,2.3,2.3,12.02,12.1,,N,,00 18 58.19,+43 01 46.7,00 18 58.19,+43 01 46.7
00190+3842,ALI 720,,1928,2015,120,118,10.4,8.8,11.7,12.7,,,,00 19 01.16,+38 42 40.4,00 19 01.16,+38 42 40.4
00190-2402,LDS2113,,1952,2016,90,88,6.0,5.4,16.2,20.5,,,,00 18 55.77,-24 01 05.2,00 18 55.77,-24 01 05.2
00190-3758,TDS1395,,1991,1991,62,62,0.5,0.5,11.29,11.47,-38   67,X,,00 19 01.31,-37 57 51.5,00 19 01.31,-37 57 51.5
00190-7406,SHN  46,,1996,1996,-1,-1,0.2,0.2,11.0,11.0,-74   25,,,00 18 56.96,-74 06 43.2,00 18 56.96,-74 06 43.2
00191+6513,MLB 243,,1894,2016,301,313,6.3,5.0,9.19,11.08,+64   26,,,00 19 04.75,+65 13 13.6,00 19 04.75,+65 13 13.6
00191+4625,TDS1396,,1991,1991,281,281,0.4,0.4,11.16,11.28,,X,,00 19 07.55,+46 25 14.2,00 19 07.55,+46 25 14.2
00191+4406,COU1502,,1977,2016,34,34,2.7,3.2,10.0,13.0,+43   50,I,,00 18 55.86,+44 07 21.9,00 18 55.86,+44 07 21.9
00191+3719,ALI 244,,1929,2015,153,147,8.5,8.7,11.68,12.5,,,,00 19 07.33,+37 18 53.1,00 19 07.33,+37 18 53.1
00191+2822,TDS1397,,1991,1991,108,108,0.7,0.7,11.41,11.87,,X,,00 19 03.34,+28 22 22.3,00 19 03.34,+28 22 22.3
00191+0008,J   920,,1898,2016,205,198,2.0,2.5,11.2,12.2,,,,00 19 08.78,+00 06 08.7,00 19 08.78,+00 06 08.7
00191-7759,HDS  42,,1991,2016,39,41,0.9,0.9,7.89,11.08,-78    6,,,00 19 05.42,-77 59 20.2,00 19 05.42,-77 59 20.2
00192+5942,KR    4,,1890,2020,192,180,1.9,2.2,8.16,9.37,+58   28,N,,00 19 14.30,+59 42 17.4,00 19 14.30,+59 42 17.4
00192+5558,STI1324,,1912,2015,41,34,6.1,7.9,8.79,12.5,+55   44,,,00 19 13.84,+55 58 17.1,00 19 13.84,+55 58 17.1
00192+5509,TDS1398,,1991,2016,122,115,0.8,0.7,11.07,11.14,,,,00 19 11.91,+55 09 22.3,00 19 11.91,+55 09 22.3
00192+4330,ES 1484,AB,1893,2016,42,43,31.8,32.3,9.56,11.08,+42   52,N,,00 19 10.42,+43 29 48.9,00 19 10.42,+43 29 48.9
00192+4330,ES 1484,BC,1903,2015,338,344,2.7,3.3,11.08,13.8,,N,,00 19 12.44,+43 30 12.5,00 19 12.44,+43 30 12.5
00192+1626,SHN  47,,1997,1997,-1,-1,0.5,0.5,13.2,14.6,,,,00 19 10.32,+16 26 35.2,00 19 10.32,+16 26 35.2
00192+0827,GWP  39,,1991,2016,215,216,52.3,52.3,10.99,15.91,,N,,00 19 09.87,+08 27 02.2,00 19 09.87,+08 27 02.2
00192-6306,KPP1266,,1993,2015,44,43,9.8,9.7,12.6,14.2,,V,,00 19 14.31,-63 05 51.2,00 19 14.31,-63 05 51.2
00192-7941,KPP 784,,1986,2016,204,205,8.2,6.7,12.8,13.9,,V,,00 19 09.19,-79 41 12.9,00 19 09.19,-79 41 12.9
00193+4238,LDS3150,,1954,2015,87,87,227.5,226.6,14.9,17.88,,,,00 19 16.97,+42 38 05.9,00 19 16.97,+42 38 05.9
00193+0314,HEI 420,,1987,2016,343,349,1.2,1.4,10.8,11.0,,,,00 19 20.66,+03 14 24.8,00 19 20.66,+03 14 24.8
00193+0038,TDS1399,,1991,1991,77,77,1.1,1.1,11.43,11.45,,X,,00 19 17.41,+00 37 54.4,00 19 17.41,+00 37 54.4
00193-0204,CVR1036,,1998,2016,287,286,3.2,3.1,16.4,16.5,,R,,00 19 15.26,-02 04 23.7,00 19 15.26,-02 04 23.7
00193-3219,LDS2114,,1954,2015,116,102,12.0,12.4,18.0,19.3,,I,,00 19 23.28,-32 17 32.2,00 19 23.28,-32 17 32.2
00193-3355,RST2239,,1933,2016,39,48,1.1,1.4,8.84,12.49,-34   93,,,00 19 15.18,-33 54 32.4,00 19 15.18,-33 54 32.4
00193-5040,RST   5,,1928,2016,20,19,1.3,1.6,11.88,13.1,-51   64,,,00 19 19.57,-50 39 55.4,00 19 19.57,-50 39 55.4
00194+7136,MLR 284,,1971,2021,116,122,2.2,2.5,9.84,13.9,+70    6,,,00 19 22.04,+71 35 43.1,00 19 22.04,+71 35 43.1
00194+5609,TDS1400,,1991,1991,32,32,2.3,2.3,11.08,12.21,,X,,00 19 22.05,+56 08 38.2,00 19 22.05,+56 08 38.2
00194+3108,HJ  620,,1827,2016,180,192,8.0,14.2,10.39,13.4,+30   37,S,,00 19 27.56,+31 08 11.4,00 19 27.56,+31 08 11.4
00194+2846,MLB 511,AB,1927,2016,52,49,3.9,4.3,12.8,13.8,,T,,00 19 27.94,+28 48 05.5,00 19 27.94,+28 48 05.5
00194+2846,MLB 511,CD,1997,2016,274,273,5.7,5.7,11.0,12.0,,T,,00 19 22.27,+28 46 17.7,00 19 22.27,+28 46 17.7
00194-0034,WAA   4,,1952,2016,279,280,6.1,6.7,16.6,17.5,,,,00 19 24.77,-00 33 32.8,00 19 24.77,-00 33 32.8
00194-0849,HJ 1953,AB,1830,2008,14,18,45.0,68.4,3.67,12.87,-09   48,N,,00 19 25.67,-08 49 26.1,00 19 25.67,-08 49 26.1
00194-0849,HJ 1953,AC,1892,2014,198,191,109.8,106.4,3.67,10.4,-09   47,NS,,00 19 25.67,-08 49 26.1,00 19 25.67,-08 49 26.1
00194-3022,BRT2842,,1913,2016,160,152,3.7,3.9,12.44,13.01,-31  105,B,,00 19 28.35,-30 21 35.9,00 19 28.35,-30 21 35.9
00194-6450,GKM9006,"Aa,Ab",2022,2022,79,79,0.4,0.4,10.9,14.1,,R,,00 19 22.53,-64 50 05.4,00 19 22.53,-64 50 05.4
00195+5907,STI1325,,1910,2015,173,197,8.4,9.0,9.1,13.7,+58   31,,,00 19 31.40,+59 06 33.7,00 19 31.40,+59 06 33.7
00195+5030,HU 1005,,1903,2016,180,191,0.6,0.7,10.1,10.31,+49   46,,,00 19 29.78,+50 30 18.8,00 19 29.78,+50 30 18.8
00195+3544,POP  35,,1970,2016,293,296,0.8,0.7,11.23,11.05,+34   33,,,00 19 35.94,+35 44 41.7,00 19 35.94,+35 44 41.7
00195+2634,CHE   3,AB,1907,2015,63,62,15.3,16.5,13.94,14.2,,,,00 19 32.62,+26 34 37.7,00 19 32.62,+26 34 37.7
00195+2634,CHE   3,AC,1907,2015,19,22,27.3,29.0,13.94,14.53,,,,00 19 32.62,+26 34 37.7,00 19 32.62,+26 34 37.7
00195-8505,TDS1401,,1991,2016,5,7,0.7,0.8,10.1,10.19,-85    3,,,00 19 28.62,-85 04 56.0,00 19 28.62,-85 04 56.0
00196+6457,CBL 568,,2000,2016,13,12,24.7,24.7,12.5,13.1,,V,,00 19 38.96,+64 56 59.1,00 19 38.96,+64 56 59.1
00196+4900,COU2001,,1982,2015,355,26,1.3,1.4,11.53,12.31,,,,00 19 36.59,+49 00 35.0,00 19 36.59,+49 00 35.0
00196+4018,DEA  66,,1954,2016,336,338,52.4,55.6,11.4,21.0,,V,,00 19 34.60,+40 18 06.0,00 19 34.60,+40 18 06.0
00196+2512,POU  18,,1898,2015,267,247,3.5,5.4,11.2,13.2,,,,00 19 33.01,+25 12 34.8,00 19 33.01,+25 12 34.8
00196+1748,WIS   6,,1998,2016,331,331,523.2,523.3,11.89,19.8,,S,,00 19 34.11,+17 47 50.9,00 19 34.11,+17 47 50.9
00196-2057,HJ 1954,,1830,2015,147,112,12.0,32.4,10.01,12.45,-21   37,S,,00 19 30.84,-20 56 32.5,00 19 30.84,-20 56 32.5
00196-2808,LDS  12,,1920,2016,315,321,9.0,9.0,13.65,14.19,-28   85,NZ P,,00 19 37.04,-28 09 44.4,00 19 37.04,-28 09 44.4
00197+6046,LDS9088,,1903,2016,44,44,47.3,47.6,9.42,10.55,+59   32,N,,00 19 41.36,+60 45 41.4,00 19 41.36,+60 45 41.4
00197+5750,STI1326,,1911,2015,328,355,5.7,4.8,12.5,13.0,,,,00 19 38.13,+57 50 42.2,00 19 38.13,+57 50 42.2
00197+5258,TDS1402,,1991,2015,225,223,2.0,2.0,11.15,11.74,,,,00 19 42.20,+52 58 26.9,00 19 42.20,+52 58 26.9
00197+4639,ES 1196,,1913,2016,185,189,5.7,4.8,10.08,13.8,+45   61,,,00 19 50.44,+46 43 22.7,00 19 50.44,+46 43 22.7
00197+3501,POP  36,,1970,2016,103,102,0.6,0.7,10.91,11.84,+34   34,,,00 19 42.98,+35 01 06.3,00 19 42.98,+35 01 06.3
00197+1951,GWP  40,,1990,2016,262,263,52.7,53.1,14.9,15.0,,NV,,00 19 43.03,+19 51 12.0,00 19 43.03,+19 51 12.0
00197+0624,ZUC   5,,1988,2016,75,90,1.9,2.2,15.32,18.1,,N,,00 19 40.95,+06 24 07.8,00 19 40.95,+06 24 07.8
00198+7518,HJ 1950,,1831,2016,71,66,12.0,22.8,10.2,12.6,+74    6,U,,00 19 46.61,+75 17 52.2,00 19 46.61,+75 17 52.2
00198+6953,HJ 1952,,1831,2015,101,98,14.0,23.9,9.14,12.8,+69   15,,,00 19 49.96,+69 53 13.3,00 19 49.96,+69 53 13.3
00198+6752,MLR 285,,1971,2016,194,189,0.9,1.3,9.95,14.2,+67   22,,,00 19 49.76,+67 51 52.8,00 19 49.76,+67 51 52.8
00198+3244,SEI   3,,1898,2015,340,341,28.9,29.0,12.14,12.65,,,,00 19 46.89,+32 44 09.1,00 19 46.89,+32 44 09.1
00198-2334,LDS2116,,1954,1954,34,34,37.0,37.0,15.7,20.0,,X,!,00 19 48.00,-23 34 00.0,00 19 48.00,-23 34 00.0
00198-8013,TDS1403,,1991,1991,293,293,0.6,0.6,10.89,11.29,-80   11,X,,00 19 47.72,-80 12 30.5,00 19 47.72,-80 12 30.5
00199+7715,LOC 123,,2015,2016,332,332,1.5,1.5,15.3,17.7,,T,,00 19 54.28,+77 14 39.8,00 19 54.28,+77 14 39.8
00199+5427,CBL   2,,2000,2015,112,112,22.0,22.0,13.6,14.73,,V,,00 19 54.91,+54 27 03.8,00 19 54.91,+54 27 03.8
00199+3436,GYL  76,,1894,2018,41,299,13.2,8.1,10.3,12.3,+33   27,,,00 19 54.86,+34 36 08.5,00 19 54.86,+34 36 08.5
00199+2633,CHE   4,,1907,2016,205,203,4.1,4.1,12.8,14.1,,N,,00 19 56.81,+26 33 40.8,00 19 56.81,+26 33 40.8
00199+0317,BAL1607,,1909,2017,191,189,3.7,3.1,11.3,11.4,,,,00 19 52.52,+03 17 11.0,00 19 52.52,+03 17 11.0
00199-2011,ARA 824,,1920,2017,293,294,10.3,10.5,9.93,12.9,-20   44,,,00 19 52.30,-20 11 04.9,00 19 52.30,-20 11 04.9
00199-2238,LDS2115,,1952,2015,352,352,210.0,212.4,11.59,13.02,-23   94,,,00 19 47.60,-22 36 40.7,00 19 47.60,-22 36 40.7
00199-2745,GKM9007,"Aa,Ab",2022,2023,38,67,0.0,0.0,,,,R,,00 19 52.22,-27 44 38.6,00 19 52.22,-27 44 38.6
00200+8000,HJL1002,,1897,2015,203,203,95.3,94.9,10.31,10.75,,,,00 20 02.03,+79 59 44.3,00 20 02.03,+79 59 44.3
00200+3814,S   384,AB,1782,2015,11,22,31.0,104.0,7.04,10.3,+37   42,NL U,,00 20 00.41,+38 13 38.6,00 20 00.41,+38 13 38.6
00200+3814,S   384,AC,1902,2016,258,272,20.2,19.8,7.04,13.6,,NS,,00 20 00.41,+38 13 38.6,00 20 00.41,+38 13 38.6
00200+3814,FYM 147,AD,1998,2015,327,330,75.0,77.6,7.04,15.4,,N,,00 20 00.41,+38 13 38.6,00 20 00.41,+38 13 38.6
00200+3814,FYM 147,AE,1998,2015,218,219,43.9,38.9,7.04,14.8,,N,,00 20 00.41,+38 13 38.6,00 20 00.41,+38 13 38.6
00200+3814,FYM 147,AF,1998,2015,12,14,43.0,47.9,7.04,15.8,,N,,00 20 00.41,+38 13 38.6,00 20 00.41,+38 13 38.6
00200+3814,FYM 147,DG,2002,2016,290,291,5.6,5.5,15.4,15.4,,N,,00 19 56.91,+38 14 41.6,00 19 56.91,+38 14 41.6
00200+2443,POU  19,,1899,2016,16,351,4.1,2.5,12.5,13.5,,,,00 20 00.45,+24 43 30.4,00 20 00.45,+24 43 30.4
00200+1419,CHE   5,AB,1910,2017,206,205,5.4,6.5,9.69,11.2,+13   36,,,00 20 01.62,+14 19 29.0,00 20 01.62,+14 19 29.0
00200+1419,CHE   5,AC,1908,2017,105,100,40.6,46.1,9.69,13.0,,,,00 20 01.62,+14 19 29.0,00 20 01.62,+14 19 29.0
00200-1349,BU  256,AB,1876,2016,249,244,2.3,2.4,10.18,10.2,-14   48,,,00 19 59.43,-13 49 24.7,00 19 59.43,-13 49 24.7
00200-1349,LV   12,AC,1901,2015,295,293,64.2,57.9,10.18,12.97,,,,00 19 59.43,-13 49 24.7,00 19 59.43,-13 49 24.7
00200-1729,B  1906,,1932,2016,117,102,0.9,0.9,10.51,10.98,-18   40,,,00 20 02.50,-17 28 31.3,00 20 02.50,-17 28 31.3
00200-3637,TDS1404,,1991,1991,153,153,0.7,0.7,11.94,11.94,,X,,00 20 02.06,-36 37 07.3,00 20 02.06,-36 37 07.3
00201+7054,HDS  43,,1991,1991,53,53,0.2,0.2,10.03,10.47,+70    8,,,00 20 05.71,+70 53 56.9,00 20 05.71,+70 53 56.9
00201+5809,STI6327,,1911,2015,21,32,6.0,7.4,11.7,12.1,,,,00 20 03.07,+58 09 47.1,00 20 03.07,+58 09 47.1
00201+5751,TDS1405,,1991,1991,93,93,0.9,0.9,11.47,11.77,,X,,00 20 07.25,+57 51 02.3,00 20 07.25,+57 51 02.3
00201+4248,RAO 181,,2016,2016,287,286,1.8,1.8,12.6,13.8,,R,,00 20 08.32,+42 48 04.3,00 20 08.32,+42 48 04.3
00201+4244,OSO   3,AB,1994,2015,7,347,8.7,12.4,13.29,17.2,,N,,00 20 03.86,+42 43 46.4,00 20 03.86,+42 43 46.4
00201+4244,LDS3151,AC,1960,2016,276,268,23.0,22.5,13.29,18.07,,NV,,00 20 03.86,+42 43 46.4,00 20 03.86,+42 43 46.4
00201+4244,OSO   3,AD,1954,2015,116,101,32.3,18.7,13.29,19.3,,N,,00 20 03.86,+42 43 46.4,00 20 03.86,+42 43 46.4
00201+4232,HJ 1017,,1828,2015,275,255,6.0,21.3,11.42,12.64,,L,,00 20 10.42,+42 31 39.3,00 20 10.42,+42 31 39.3
00201+3824,ALI 475,,1928,2015,89,88,15.4,15.7,10.61,13.09,+37   41,,,00 20 01.66,+38 24 08.0,00 20 01.66,+38 24 08.0
00201+0618,HJ 1955,AB,1830,2015,0,60,60.0,41.9,6.97,12.94,,,,00 20 05.06,+06 17 33.4,00 20 05.06,+06 17 33.4
00201+0618,HJ 1955,AC,1891,2015,9,10,61.2,60.8,6.97,13.66,+05   34,,,00 20 05.06,+06 17 33.4,00 20 05.06,+06 17 33.4
00201+0618,HJ 1955,BC,1830,2016,281,326,2.0,46.9,12.94,13.66,,,,00 20 07.39,+06 17 57.6,00 20 07.39,+06 17 57.6
00201+0618,SKF1985,CD,2005,2015,216,214,1.2,1.2,13.7,15.0,,,,00 20 05.76,+06 18 33.6,00 20 05.76,+06 18 33.6
00201+0110,WAA   5,,2001,2016,219,219,2.6,2.6,16.6,19.0,,,,00 20 08.23,+01 10 14.2,00 20 08.23,+01 10 14.2
00201-1120,BRT2623,,1902,2015,41,33,3.5,3.7,11.3,11.6,-12   43,,,00 20 02.23,-11 19 52.2,00 20 02.23,-11 19 52.2
00202+6841,TDS1406,,1991,2016,11,15,2.1,2.0,11.03,12.19,,,,00 20 12.96,+68 41 08.5,00 20 12.96,+68 41 08.5
00202+6408,STI  38,,1908,2015,312,302,5.9,6.8,12.3,12.7,,,,00 20 07.97,+64 08 19.9,00 20 07.97,+64 08 19.9
00202+4842,TDS1407,,1991,1991,312,312,0.6,0.6,11.54,11.88,,X,,00 20 14.76,+48 41 39.2,00 20 14.76,+48 41 39.2
00202+4443,LDS3152,,1960,2015,229,229,13.0,13.0,16.1,16.4,,,,00 20 10.74,+44 43 07.3,00 20 10.74,+44 43 07.3
00202+3655,TOK 444,,1980,2014,225,225,999.9,999.9,11.32,17.42,,,,00 20 13.56,+36 55 15.9,00 20 13.56,+36 55 15.9
00202+2129,J   630,,1911,2016,108,114,1.9,2.8,10.1,10.8,+20   26,,,00 20 10.74,+21 29 33.7,00 20 10.74,+21 29 33.7
00202-0937,KPP1124,,1996,2016,147,143,9.3,8.8,12.5,13.2,,V,,00 20 09.82,-09 37 04.7,00 20 09.82,-09 37 04.7
00202-2437,RST2240,,1933,2016,348,347,1.3,1.3,11.34,11.76,-25   98,,,00 20 15.09,-24 37 13.3,00 20 15.09,-24 37 13.3
00202-3554,I   701,,1910,2008,60,58,0.8,0.6,8.33,8.76,-36  100,,,00 20 09.75,-35 54 10.1,00 20 09.75,-35 54 10.1
00203+5923,TDS1408,,1991,1991,112,112,0.7,0.7,12.06,12.32,,X,,00 20 15.99,+59 23 14.1,00 20 15.99,+59 23 14.1
00203+5912,STI1329,,1910,2015,316,307,6.5,6.6,10.79,12.6,,,,00 20 21.39,+59 12 09.4,00 20 21.39,+59 12 09.4
00203+5522,HJ 1016,,1903,2015,0,359,12.3,13.3,11.21,11.4,+54   38,,,00 20 18.43,+55 23 28.5,00 20 18.43,+55 23 28.5
00203+5412,HDS  44,,1983,2019,30,39,12.2,12.2,8.95,10.34,+53   42,,,00 20 16.62,+54 12 03.6,00 20 16.62,+54 12 03.6
00203+4650,COU1852,,1981,2016,268,269,0.6,0.7,11.9,12.2,,,,00 20 23.85,+46 50 29.7,00 20 23.85,+46 50 29.7
00203+3654,ALI 245,,1929,2015,288,281,7.8,6.3,11.7,12.4,,,,00 20 12.99,+36 54 24.1,00 20 12.99,+36 54 24.1
00203-3246,B  1025,,1928,2019,163,178,0.4,0.6,8.83,10.64,-33   95,NO,,00 20 18.56,-32 46 09.5,00 20 18.56,-32 46 09.5
00204+4802,LDS3153,,1960,2015,131,131,221.0,220.0,14.76,18.2,,,,00 20 24.68,+48 02 47.6,00 20 24.68,+48 02 47.6
